employee_id,age,gender,department,job_role,years_experience,years_at_company,years_since_last_promotion,monthly_salary,annual_salary,job_satisfaction,work_life_balance,performance_rating,overtime,commute_distance_km,marital_status,education_field,attrition
1057,20,Male,Marketing,Marketing Manager,8,4,3,4970,59600,3,3,3,No,2.2,Single,Business,No
1058,32,Male,Finance,Finance Manager,1,1,0,6000,72000,3,4,2,Yes,2.9,Single,Engineering,No
1059,35,Female,HR,Recruiter,15,0,0,5590,67100,1,2,4,No,4.4,Single,HR,No
1060,48,Female,Customer Support,Support Manager,8,0,0,4510,54100,4,3,4,No,2.4,Divorced,Engineering,No
1061,21,Male,HR,HR Manager,11,11,2,5880,70500,1,4,1,No,8.0,Single,Engineering,No
1062,31,Male,Finance,Financial Analyst,8,8,0,5590,67100,4,2,2,No,5.7,Married,Other,No
1063,40,Female,Sales,Sales Manager,8,1,0,6520,78300,2,3,3,No,1.2,Married,Business,Yes
1064,51,Male,Sales,Account Manager,13,1,0,5430,65200,1,2,3,No,5.3,Divorced,Engineering,Yes
1065,34,Female,Engineering,Engineering Manager,0,0,0,5930,71200,1,3,3,No,1.0,Married,HR,No
1066,35,Male,Engineering,Senior Engineer,5,0,0,8910,106900,2,4,4,No,1.1,Married,Engineering,No
1067,35,Male,Sales,Sales Manager,10,8,1,7320,87800,4,2,3,No,6.8,Single,Other,No
1068,41,Male,HR,HR Manager,2,0,0,3710,44500,1,2,4,No,3.9,Single,Business,Yes
1069,26,Female,Sales,Sales Executive,6,6,0,5520,66300,4,3,2,No,2.2,Married,Engineering,No
1070,37,Female,Sales,Account Manager,0,0,0,3750,45000,3,4,2,No,1.1,Married,Business,No
1071,38,Male,Finance,Accountant,7,4,4,6620,79500,4,4,3,No,3.2,Divorced,HR,No
1072,33,Male,Engineering,Software Engineer,5,0,0,8280,99400,1,3,4,No,13.3,Single,Engineering,No
1073,41,Female,Finance,Accountant,9,3,1,6380,76500,3,2,1,No,4.7,Single,Business,No
1074,45,Female,Engineering,Senior Engineer,10,2,0,8650,103800,4,2,3,No,9.6,Single,Business,No
1075,20,Male,Customer Support,Support Lead,15,4,1,4640,55700,4,4,1,No,1.0,Married,HR,No
1076,20,Male,Finance,Accountant,12,1,0,7220,86700,4,2,3,No,7.5,Divorced,Business,Yes
1077,25,Female,Engineering,QA Engineer,8,3,2,9670,116000,1,2,3,No,7.3,Single,Engineering,No
1078,20,Female,Marketing,Marketing Associate,5,2,2,5040,60500,2,3,3,No,16.6,Married,Other,Yes
1079,28,Female,Engineering,Software Engineer,3,0,0,6460,77500,4,3,3,Yes,1.4,Married,Business,No
1080,37,Male,HR,Recruiter,0,0,0,4220,50700,3,3,3,No,5.7,Married,Engineering,No
1081,41,Female,Engineering,Engineering Manager,16,0,0,13020,156200,2,3,1,Yes,11.5,Single,Business,No
1082,40,Male,Marketing,Content Specialist,7,1,0,5330,64000,3,2,2,Yes,7.6,Divorced,Business,No
1083,45,Male,Sales,Account Manager,6,0,0,5430,65200,4,3,3,Yes,8.8,Single,Business,Yes
1084,46,Female,Finance,Finance Manager,13,2,2,5150,61800,3,4,3,No,1.0,Married,Engineering,No
1085,33,Female,Sales,Sales Manager,4,4,4,5060,60700,1,3,2,No,25.6,Married,Engineering,Yes
1086,58,Female,Sales,Sales Manager,4,1,0,5080,60900,1,3,3,Yes,6.3,Single,Other,Yes
1087,60,Female,Engineering,Engineering Manager,6,0,0,9090,109100,4,4,2,No,12.1,Married,HR,No
1088,32,Male,Marketing,Marketing Associate,3,3,0,5550,66600,3,3,2,Yes,3.1,Divorced,HR,No
1089,28,Male,HR,Recruiter,6,4,1,5780,69300,3,3,3,No,3.7,Single,Engineering,No
1090,29,Female,Engineering,QA Engineer,7,7,0,7190,86300,4,3,3,No,1.3,Married,Business,No
1091,43,Female,Marketing,Content Specialist,11,4,2,5540,66500,3,3,4,Yes,6.5,Single,Engineering,No
1092,39,Male,Sales,Sales Manager,12,6,0,5890,70700,4,1,3,No,2.4,Married,Engineering,No
1093,40,Male,Engineering,Engineering Manager,13,1,0,9310,111700,3,1,3,No,1.0,Married,Marketing,Yes
1094,52,Male,Sales,Sales Executive,2,0,0,4740,56900,3,1,3,No,9.6,Single,Engineering,Yes
1095,35,Female,Customer Support,Support Manager,5,4,0,4080,48900,1,4,3,No,3.0,Single,Engineering,No
1096,28,Female,Sales,Account Manager,9,2,0,5480,65700,4,1,3,No,41.8,Single,Engineering,Yes
1097,23,Female,Customer Support,Support Lead,8,3,2,5090,61100,2,4,3,No,1.0,Married,Business,No
1098,36,Male,Engineering,QA Engineer,4,3,3,8370,100400,4,4,2,No,3.7,Single,Engineering,No
1099,42,Female,Customer Support,Support Manager,16,3,2,5130,61600,3,4,3,Yes,4.8,Single,Engineering,No
1100,27,Male,Marketing,Content Specialist,7,1,0,6270,75200,3,4,4,No,5.7,Married,Marketing,No
1101,30,Male,Marketing,Marketing Associate,15,13,0,6030,72400,3,3,3,Yes,4.4,Married,HR,No
1102,31,Male,Engineering,Senior Engineer,11,8,1,9480,113800,4,2,4,No,14.7,Married,Business,No
1103,41,Male,Customer Support,Support Manager,6,4,4,4620,55400,3,2,3,Yes,8.7,Married,Business,Yes
1104,30,Female,Sales,Account Manager,6,1,0,4200,50400,4,4,3,No,11.5,Divorced,HR,No
1105,42,Male,Engineering,Engineering Manager,12,1,0,8180,98100,3,4,3,No,11.7,Married,Business,No
1106,24,Male,Customer Support,Support Lead,13,0,0,3700,44400,4,2,3,Yes,1.5,Divorced,Engineering,No
1107,24,Male,Sales,Sales Executive,8,4,0,4880,58500,2,4,3,No,1.0,Single,Business,No
1108,41,Male,Sales,Sales Manager,0,0,0,4600,55200,1,1,2,Yes,6.0,Married,Engineering,Yes
1109,40,Male,Sales,Account Manager,9,0,0,6560,78700,2,3,3,Yes,3.9,Single,HR,Yes
1110,33,Female,Engineering,QA Engineer,0,0,0,7740,92900,2,3,3,No,4.0,Married,Other,No
1111,53,Male,Customer Support,Support Lead,9,0,0,4300,51600,2,2,4,No,8.4,Divorced,Marketing,No
1112,36,Male,Finance,Accountant,5,3,1,6630,79600,2,2,2,Yes,2.1,Married,Engineering,No
1113,37,Male,Customer Support,Support Associate,17,10,4,6680,80100,4,2,2,No,25.6,Single,Other,No
1114,36,Male,Sales,Sales Manager,9,1,1,5220,62600,3,3,4,No,25.0,Single,HR,No
1115,29,Female,Sales,Account Manager,3,3,0,4700,56400,4,4,3,No,6.3,Married,Other,No
1116,42,Male,Engineering,Senior Engineer,23,1,0,10240,122900,3,4,3,No,12.2,Divorced,Business,No
1117,27,Male,Engineering,Senior Engineer,9,5,3,10680,128100,1,3,3,No,1.9,Married,Business,No
1118,33,Male,Engineering,Software Engineer,7,1,1,6180,74100,2,2,4,No,34.4,Married,Engineering,No
1119,20,Male,Marketing,Marketing Associate,9,0,0,6690,80300,3,1,2,No,18.9,Single,Business,No
1120,40,Male,Sales,Sales Executive,0,0,0,4890,58700,4,2,2,Yes,3.6,Single,Engineering,No
1121,29,Female,Marketing,Marketing Manager,14,5,0,6530,78400,3,2,3,No,11.5,Divorced,Business,No
1122,28,Male,Sales,Sales Manager,9,1,1,4040,48500,4,4,1,No,3.0,Single,Other,No
1123,53,Male,Engineering,Software Engineer,5,2,1,8020,96200,1,3,3,No,12.3,Married,Other,Yes
1124,28,Female,Customer Support,Support Associate,7,1,0,4620,55400,3,2,3,Yes,37.5,Married,Engineering,Yes
1125,39,Female,Sales,Account Manager,7,0,0,5650,67800,3,3,3,No,10.8,Divorced,Business,No
1126,39,Female,Marketing,Marketing Associate,11,5,1,6450,77400,1,3,4,No,10.7,Married,Business,Yes
1127,35,Male,Marketing,Marketing Associate,6,2,0,5540,66500,2,3,1,Yes,11.3,Married,Marketing,Yes
1128,20,Male,Sales,Sales Executive,6,1,0,5080,61000,3,3,2,No,14.6,Married,Other,No
1129,42,Male,Customer Support,Support Associate,3,3,0,4040,48500,2,4,3,No,2.6,Single,Marketing,No
1130,22,Female,Sales,Account Manager,7,7,1,5470,65600,4,3,3,No,21.6,Married,Other,No
1131,42,Female,Engineering,Engineering Manager,7,7,7,9390,112700,4,2,2,No,6.9,Married,Marketing,No
1132,30,Male,Sales,Sales Executive,5,3,0,5320,63900,3,3,3,No,10.1,Single,Business,Yes
1133,53,Male,Engineering,Senior Engineer,5,5,4,7850,94200,3,4,1,No,1.0,Single,HR,No
1134,33,Male,Sales,Sales Manager,11,2,0,5740,68900,3,2,4,No,1.5,Single,Engineering,Yes
1135,30,Male,HR,HR Manager,13,0,0,6100,73200,1,2,2,No,23.4,Married,HR,Yes
1136,39,Male,Marketing,Marketing Manager,7,3,0,5810,69700,4,3,3,No,4.4,Single,Marketing,No
1137,33,Male,Sales,Sales Manager,10,0,0,6040,72500,4,1,4,No,2.7,Single,Engineering,No
1138,33,Male,Marketing,Marketing Manager,12,12,0,6440,77300,3,3,3,Yes,1.5,Married,Business,No
1139,46,Male,Engineering,Software Engineer,5,5,1,7150,85800,1,1,2,No,10.3,Married,Engineering,Yes
1140,30,Male,Marketing,Marketing Manager,4,0,0,5240,62900,3,2,3,No,20.2,Married,Marketing,Yes
1141,33,Female,Sales,Account Manager,8,8,2,6520,78200,1,4,3,No,9.1,Married,Business,Yes
1142,22,Male,Engineering,Senior Engineer,7,0,0,8150,97800,2,1,1,No,2.3,Married,Business,No
1143,35,Male,HR,Recruiter,0,0,0,3470,41600,4,3,3,No,1.0,Married,Engineering,No
1144,31,Female,Marketing,Marketing Associate,10,3,0,5590,67100,3,4,3,No,13.2,Married,HR,No
1145,33,Male,Sales,Account Manager,10,6,5,6280,75400,4,2,4,Yes,2.0,Married,Other,No
1146,20,Male,Customer Support,Support Lead,6,2,0,3780,45300,2,4,3,No,3.0,Married,Marketing,No
1147,40,Male,Sales,Account Manager,4,2,2,6060,72700,2,3,3,Yes,1.2,Married,Engineering,Yes
1148,49,Male,Engineering,QA Engineer,0,0,0,6700,80400,3,1,2,No,2.5,Divorced,Marketing,No
1149,23,Male,Engineering,Engineering Manager,9,1,1,9980,119800,2,3,3,Yes,18.1,Single,HR,Yes
1150,23,Male,Engineering,Senior Engineer,4,4,0,8260,99100,1,1,3,No,1.7,Married,Business,No
1151,24,Female,Customer Support,Support Associate,8,5,2,4770,57200,1,2,3,Yes,5.9,Married,HR,Yes
1152,37,Male,Marketing,Marketing Associate,4,4,3,4780,57400,4,3,3,No,14.9,Single,Engineering,No
1153,42,Male,Engineering,Engineering Manager,10,0,0,8540,102500,1,3,3,No,21.1,Single,Other,Yes
1154,32,Female,Sales,Account Manager,5,2,1,4780,57300,2,2,2,Yes,11.1,Single,HR,Yes
1155,34,Female,Customer Support,Support Manager,0,0,0,3140,37700,3,2,2,Yes,5.1,Married,Business,No
1156,27,Female,Sales,Sales Executive,8,7,0,5330,64000,2,1,4,No,5.5,Single,Engineering,No
1157,50,Male,Engineering,Software Engineer,5,5,0,7360,88300,3,3,1,Yes,4.8,Married,Engineering,No
1158,43,Male,Engineering,Software Engineer,8,3,2,7560,90700,3,2,3,No,8.5,Married,Business,No
1159,20,Female,HR,HR Executive,1,1,1,4620,55400,2,2,3,Yes,2.0,Married,HR,Yes
1160,42,Male,Customer Support,Support Associate,17,0,0,5850,70200,3,3,2,No,3.2,Single,Engineering,No
1161,44,Female,Marketing,Marketing Associate,1,1,1,4320,51900,3,2,3,No,17.6,Divorced,Business,No
1162,54,Female,Customer Support,Support Manager,11,0,0,5180,62100,2,2,3,No,6.2,Married,Engineering,Yes
1163,42,Female,Finance,Accountant,10,10,1,7370,88400,2,2,4,Yes,20.8,Single,Engineering,No
1164,37,Female,Finance,Accountant,16,1,1,8440,101300,4,1,4,No,5.0,Married,Other,No
1165,27,Male,Customer Support,Support Manager,1,1,1,3290,39500,3,3,2,No,1.0,Single,Engineering,No
1166,26,Female,Finance,Financial Analyst,12,2,2,7980,95700,1,4,3,No,3.8,Single,Business,No
1167,34,Female,Engineering,Senior Engineer,0,0,0,7460,89500,4,3,4,Yes,1.2,Single,Engineering,No
1168,43,Male,Sales,Account Manager,2,2,2,4620,55500,3,3,3,No,6.7,Married,Engineering,No
1169,46,Male,Engineering,Software Engineer,0,0,0,7210,86500,2,4,3,Yes,3.7,Married,Business,Yes
1170,34,Female,Engineering,Software Engineer,6,2,2,7470,89600,4,2,3,Yes,44.5,Married,Engineering,No
1171,28,Male,Marketing,Marketing Manager,1,0,0,4730,56800,4,3,3,Yes,7.1,Single,Engineering,No
1172,23,Male,Finance,Accountant,7,2,0,5040,60500,3,3,4,No,20.3,Married,Other,No
1173,49,Female,Sales,Sales Manager,12,2,1,7080,85000,2,3,3,No,5.3,Single,HR,No
1174,44,Male,Marketing,Marketing Associate,13,7,7,6180,74100,3,3,4,No,22.8,Married,Other,No
1175,40,Male,Finance,Accountant,18,5,0,7280,87300,4,3,3,No,2.2,Single,Engineering,No
1176,36,Female,Sales,Account Manager,9,5,4,6290,75500,2,2,4,Yes,7.8,Single,Business,Yes
1177,30,Male,Finance,Finance Manager,2,1,1,4600,55200,3,1,3,No,1.0,Divorced,Engineering,Yes
1178,42,Male,Customer Support,Support Lead,2,2,0,3610,43300,3,3,3,No,1.7,Single,Engineering,No
1179,22,Male,Marketing,Marketing Associate,9,3,0,6240,74900,3,3,3,No,14.0,Married,Other,Yes
1180,33,Female,Customer Support,Support Lead,9,1,0,5640,67700,3,4,3,No,3.4,Divorced,Business,Yes
1181,40,Female,Marketing,Marketing Associate,8,1,1,6850,82200,4,2,3,No,8.1,Single,Engineering,No
1182,26,Male,Engineering,QA Engineer,13,3,1,8420,101100,2,1,3,No,9.3,Divorced,Marketing,No
1183,23,Female,Finance,Financial Analyst,10,2,1,6120,73500,4,2,2,No,38.1,Single,Engineering,No
1184,36,Male,Finance,Finance Manager,13,9,0,8320,99900,3,2,4,No,13.8,Single,HR,No
1185,42,Female,Customer Support,Support Lead,9,1,1,4180,50200,4,1,3,No,10.0,Single,Business,No
1186,27,Female,Finance,Financial Analyst,5,0,0,5880,70500,2,3,3,No,4.7,Single,Marketing,No
1187,40,Male,Finance,Accountant,8,1,1,6380,76600,1,3,2,No,1.3,Single,HR,Yes
1188,48,Male,Engineering,Software Engineer,14,0,0,9400,112800,1,2,4,No,21.5,Single,Business,Yes
1189,33,Male,Engineering,Software Engineer,6,1,0,7650,91800,2,2,1,Yes,5.9,Single,Engineering,No
1190,42,Male,Customer Support,Support Lead,11,0,0,5180,62200,4,2,3,No,1.0,Married,Engineering,No
1191,40,Male,Customer Support,Support Manager,5,1,1,4340,52100,4,3,2,No,9.3,Divorced,Engineering,No
1192,36,Female,Engineering,QA Engineer,13,13,2,9550,114600,4,3,4,No,1.7,Single,Engineering,No
1193,29,Male,Engineering,Engineering Manager,12,1,0,9350,112200,3,2,2,No,3.6,Married,Other,No
1194,34,Female,Sales,Sales Executive,9,0,0,5030,60400,4,1,2,No,18.6,Single,Marketing,No
1195,50,Female,Engineering,Engineering Manager,7,0,0,8500,102000,4,2,3,No,1.0,Single,Engineering,No
1196,33,Female,Finance,Finance Manager,14,2,0,8260,99100,3,3,2,No,9.5,Single,Marketing,No
1197,51,Male,Finance,Finance Manager,4,2,1,5930,71200,4,3,3,No,13.8,Divorced,Engineering,No
1198,35,Female,Engineering,Senior Engineer,4,4,2,8240,98900,3,4,3,No,33.3,Married,Other,No
1199,43,Female,Marketing,Marketing Associate,5,5,1,6150,73800,3,2,3,No,6.4,Divorced,HR,No
1200,46,Female,Customer Support,Support Lead,14,4,3,5690,68300,3,2,4,Yes,1.4,Married,Other,No
1201,43,Female,Engineering,Engineering Manager,1,1,1,7530,90400,4,2,3,No,11.2,Single,Other,No
1202,40,Male,Sales,Account Manager,8,2,2,4920,59000,2,4,1,No,1.0,Married,Business,Yes
1203,26,Male,Engineering,Senior Engineer,9,2,2,8140,97700,3,1,2,No,14.5,Married,Engineering,Yes
1204,37,Male,Marketing,Marketing Associate,7,0,0,5620,67400,4,4,4,No,2.6,Married,Engineering,No
1205,37,Female,Customer Support,Support Associate,10,2,0,4290,51500,4,1,2,No,1.2,Single,Engineering,No
1206,42,Female,Sales,Account Manager,8,5,5,4910,58900,1,3,3,No,10.9,Married,Business,No
1207,42,Male,Engineering,QA Engineer,4,4,0,7190,86300,4,3,1,No,6.1,Married,Other,No
1208,43,Male,Sales,Sales Executive,11,2,2,6520,78300,2,3,4,No,1.0,Married,Engineering,No
1209,34,Female,Customer Support,Support Associate,4,3,0,3920,47000,2,3,3,Yes,7.8,Single,Engineering,No
1210,42,Male,Sales,Sales Manager,0,0,0,5710,68500,4,1,2,Yes,11.4,Single,Engineering,No
1211,20,Female,Customer Support,Support Lead,16,2,0,4390,52700,1,2,3,No,23.7,Married,HR,Yes
1212,35,Male,Engineering,QA Engineer,2,2,1,7580,90900,4,1,3,No,4.4,Single,Other,No
1213,36,Male,Customer Support,Support Lead,17,2,2,6240,74900,3,4,2,No,1.3,Single,Other,No
1214,35,Male,Customer Support,Support Manager,15,0,0,4590,55100,3,4,3,No,1.3,Married,Other,No
1215,50,Male,Finance,Financial Analyst,2,2,2,6210,74500,2,2,3,No,1.0,Single,HR,No
1216,46,Male,Sales,Account Manager,4,3,1,5080,60900,3,3,2,No,1.0,Divorced,Engineering,No
1217,27,Female,HR,HR Executive,2,2,0,3760,45100,4,3,4,No,24.3,Married,Business,No
1218,33,Male,Marketing,Marketing Associate,9,1,1,6160,73900,1,2,2,No,2.2,Single,Engineering,Yes
1219,54,Female,Customer Support,Support Manager,10,5,1,4810,57700,1,3,4,No,14.0,Divorced,Engineering,Yes
1220,32,Female,Sales,Sales Manager,7,7,3,5770,69200,3,4,4,Yes,1.0,Divorced,Engineering,No
1221,24,Female,Engineering,Senior Engineer,4,4,1,6220,74700,2,4,3,No,1.3,Divorced,Engineering,Yes
1222,25,Male,Sales,Sales Executive,9,1,1,6280,75400,4,3,3,No,17.2,Divorced,Business,No
1223,43,Male,Finance,Financial Analyst,0,0,0,5060,60700,2,4,1,No,7.8,Single,Business,No
1224,45,Male,Engineering,Senior Engineer,9,3,0,10360,124300,4,3,4,Yes,8.7,Single,Other,No
1225,20,Female,Finance,Finance Manager,3,0,0,6020,72300,4,3,3,No,9.8,Single,Business,No
1226,35,Male,Engineering,QA Engineer,4,4,1,6900,82800,3,4,4,No,2.7,Married,Other,No
1227,20,Female,Engineering,QA Engineer,5,0,0,7380,88500,4,4,2,No,26.6,Single,Marketing,No
1228,30,Female,Customer Support,Support Manager,4,2,1,4820,57800,3,3,3,Yes,1.0,Divorced,Marketing,Yes
1229,28,Male,Marketing,Content Specialist,10,2,0,5640,67700,4,3,1,No,7.5,Divorced,Business,No
1230,20,Male,Sales,Sales Executive,8,1,1,5080,61000,1,4,3,No,1.0,Married,Business,Yes
1231,22,Male,Sales,Sales Executive,8,8,0,4720,56700,1,3,2,Yes,10.9,Single,Marketing,Yes
1232,34,Male,Engineering,Software Engineer,7,1,1,7990,95900,3,2,2,Yes,2.6,Single,Engineering,No
1233,35,Male,Customer Support,Support Associate,14,1,1,5240,62900,4,2,3,No,18.1,Married,Business,No
1234,26,Female,Marketing,Marketing Manager,12,2,1,5880,70600,2,2,3,Yes,3.6,Single,Business,Yes
1235,50,Female,Engineering,Engineering Manager,7,1,1,8170,98000,3,3,3,No,4.8,Single,Business,No
1236,20,Male,Sales,Account Manager,12,0,0,7090,85100,3,1,3,No,1.5,Single,Engineering,No
1237,42,Male,Customer Support,Support Associate,14,0,0,3710,44500,2,2,4,No,5.3,Single,Other,Yes
1238,26,Male,Finance,Accountant,12,1,1,6390,76700,2,1,3,No,11.8,Divorced,Other,Yes
1239,35,Male,Engineering,Senior Engineer,8,0,0,8380,100500,4,1,3,No,2.2,Single,Marketing,No
1240,33,Female,Customer Support,Support Lead,9,7,3,5280,63300,4,3,3,No,6.9,Married,Other,Yes
1241,33,Female,Customer Support,Support Associate,14,0,0,5190,62300,3,4,4,No,35.0,Single,Other,No
1242,43,Female,Sales,Sales Executive,9,1,0,5080,61000,4,3,4,No,2.9,Single,Marketing,Yes
1243,30,Male,Marketing,Marketing Associate,7,7,0,5410,64900,3,3,4,No,9.3,Married,Other,No
1244,31,Male,Marketing,Content Specialist,10,3,0,5370,64400,2,1,3,Yes,8.1,Married,Marketing,Yes
1245,38,Female,Sales,Sales Manager,9,1,1,6270,75200,4,4,3,Yes,10.4,Married,Other,No
1246,45,Male,Finance,Financial Analyst,14,0,0,7580,90900,4,3,3,No,1.5,Married,Business,No
1247,46,Female,Sales,Sales Manager,4,4,0,4550,54600,2,3,3,No,9.0,Divorced,Engineering,Yes
1248,29,Male,Sales,Sales Executive,4,3,3,4110,49300,1,4,3,No,3.0,Single,Engineering,Yes
1249,27,Male,Finance,Financial Analyst,14,0,0,6080,72900,1,2,3,Yes,4.8,Married,Engineering,Yes
1250,38,Male,Sales,Sales Manager,10,2,0,5140,61700,2,2,3,No,3.8,Married,HR,Yes
1251,23,Female,Engineering,Senior Engineer,10,3,3,9290,111500,3,3,3,Yes,15.7,Married,Business,Yes
1252,20,Male,Customer Support,Support Lead,0,0,0,4020,48200,4,3,3,No,28.4,Married,Business,No
1253,50,Male,Engineering,Senior Engineer,8,0,0,9700,116400,4,4,3,No,4.8,Single,Other,No
1254,32,Male,Sales,Sales Manager,13,1,1,6120,73500,2,4,3,No,2.9,Single,Business,No
1255,39,Male,Marketing,Marketing Associate,0,0,0,3990,47900,3,4,3,No,11.6,Single,HR,Yes
1256,36,Male,Sales,Sales Executive,1,1,1,4660,55900,3,2,3,No,1.5,Married,Other,No
